codigo_inep,ano,n_redacoes,media_c1,media_c2,media_c3,media_c4,media_c5
35305674,2024,24,127.5,146.67,118.33,132.5,106.67
35307555,2024,12,126.67,156.67,121.67,136.67,133.33
35307592,2024,39,135.38,156.41,140.51,145.13,140.51
35307622,2024,37,138.92,171.35,141.62,149.73,151.35
35308833,2024,35,119.43,156.57,121.71,128.0,104.0
35312101,2024,20,148.0,183.0,163.0,177.0,171.0
35313524,2024,12,125.0,143.33,111.67,123.33,96.67
35313683,2024,12,133.33,165.0,130.0,148.33,140.0
35314785,2024,16,132.5,155.0,136.25,140.0,143.75
35323724,2024,599,125.88,152.82,122.14,132.49,132.15
35324255,2024,210,134.57,163.24,130.76,140.95,134.0
35324462,2024,401,126.63,154.66,123.59,138.55,126.08
35325880,2024,24,137.5,170.0,141.67,151.67,155.0
35325983,2024,13,132.31,167.69,135.38,146.15,156.92
35326343,2024,21,143.81,179.05,139.05,158.1,148.57
35335733,2024,9,120.0,142.22,111.11,135.56,111.11
35337687,2024,67,135.22,165.37,130.45,144.18,150.45
35337705,2024,54,131.85,159.26,126.67,138.89,127.04
35337717,2024,20,141.0,167.0,141.0,154.0,139.0
35337729,2024,115,140.35,170.26,141.91,152.0,146.26
35337821,2024,91,139.56,173.63,143.96,158.9,165.49
35337833,2024,58,143.1,165.86,141.38,156.21,144.14
35337882,2024,34,148.82,184.12,154.71,160.0,170.59
35337900,2024,93,147.31,181.29,153.55,169.46,164.95
35338345,2024,30,146.67,177.33,153.33,176.0,189.33
35341964,2024,14,131.43,162.86,135.71,150.0,145.71
35342956,2024,23,136.52,155.65,126.09,146.09,120.87
35342968,2024,20,116.0,136.0,102.0,120.0,103.0
35344837,2024,16,132.5,163.75,128.75,142.5,131.25
35345600,2024,39,121.03,148.72,118.97,125.13,114.87
35345623,2024,98,133.88,170.0,137.35,145.92,134.49
35345891,2024,109,142.75,176.15,150.09,164.22,178.53
35349124,2024,9,111.11,124.44,104.44,108.89,93.33
35350588,2024,41,117.07,143.9,114.15,120.0,82.93
35350643,2024,20,114.0,133.0,107.0,115.0,66.0
35351064,2024,40,116.5,145.0,113.5,117.5,96.0
35351076,2024,49,118.78,141.22,106.12,122.86,97.55
35352561,2024,20,115.0,134.0,109.0,124.0,110.0
35352585,2024,35,114.29,130.86,105.14,116.57,78.29
35352603,2024,22,121.82,159.09,118.18,130.91,96.36
35352652,2024,75,128.27,157.87,130.4,142.4,129.33
35358472,2024,47,137.45,174.47,144.68,160.43,163.83
35363315,2024,119,125.21,155.13,126.22,132.1,118.66
35363479,2024,27,145.93,181.48,159.26,168.15,172.59
35364125,2024,19,136.84,169.47,134.74,145.26,151.58
35364265,2024,150,132.27,165.87,136.67,145.07,135.73
35364435,2024,41,132.68,158.54,132.2,135.61,128.29
35365592,2024,12,130.0,160.0,136.67,138.33,128.33
35365622,2024,148,138.24,172.43,138.24,149.73,144.73
35366791,2024,16,136.25,166.25,137.5,146.25,127.5
35367345,2024,18,133.33,154.44,133.33,148.89,150.0
35367679,2024,34,137.65,167.65,140.59,154.71,154.12
35367734,2024,88,145.91,175.68,147.27,164.77,154.09
35368015,2024,40,136.5,157.0,132.0,146.0,147.0
35368441,2024,16,127.5,146.25,127.5,135.0,111.25
35369226,2024,32,141.88,168.75,141.25,149.38,157.5
35369305,2024,16,141.25,177.5,142.5,151.25,156.25
35369895,2024,12,140.0,168.33,145.0,171.67,150.0
35370824,2024,25,130.4,159.2,129.6,142.4,129.6
35370836,2024,26,140.0,166.92,140.0,146.92,146.15
35371117,2024,17,128.24,157.65,120.0,142.35,110.59
35373886,2024,44,148.64,180.0,157.73,169.55,169.55
35374957,2024,59,137.63,164.07,139.66,155.93,148.47
35377156,2024,33,121.82,141.82,120.61,129.7,100.61
35382619,2024,21,128.57,164.76,136.19,151.43,146.67
35384793,2024,10,132.0,138.0,118.0,132.0,124.0
35385244,2024,11,118.18,147.27,123.64,125.45,109.09
35388117,2024,96,142.29,181.88,148.33,162.71,171.25
35388786,2024,35,148.57,175.43,149.71,166.29,165.14
35390896,2024,96,134.38,164.79,134.79,142.29,136.25
35391049,2024,63,133.02,167.3,133.65,149.52,131.75
35393400,2024,45,135.56,171.11,137.33,144.89,136.0
35395754,2024,31,143.87,176.77,145.81,150.97,155.48
35399197,2024,43,149.77,180.93,160.0,175.81,174.42
35400336,2024,16,131.25,158.75,125.0,127.5,111.25
35401857,2024,19,125.26,145.26,124.21,130.53,115.79
35405206,2024,86,129.3,156.51,125.81,140.47,126.74
35405218,2024,84,136.67,164.52,137.14,147.14,138.57
35405224,2024,61,140.66,167.87,138.36,152.46,156.39
35405231,2024,95,126.53,161.68,128.63,135.79,130.74
35405243,2024,133,128.72,153.83,126.02,134.89,118.35
35405322,2024,94,130.85,158.51,128.3,142.77,127.23
35405346,2024,108,132.22,154.63,122.78,134.26,120.19
35406004,2024,6,110.0,126.67,93.33,130.0,76.67
35406272,2024,7,122.86,160.0,125.71,137.14,128.57
35406284,2024,93,136.34,163.66,134.41,145.38,132.69
35406296,2024,139,136.12,174.96,137.7,149.78,141.01
35406302,2024,134,127.01,156.27,124.18,132.39,112.99
35406685,2024,5,112.0,156.0,116.0,120.0,100.0
35406806,2024,18,108.89,136.67,108.89,116.67,76.67
35407641,2024,54,141.48,167.78,143.7,159.63,160.0
35409169,2024,71,119.15,141.69,113.24,120.56,92.39
35411292,2024,58,115.52,142.76,111.03,116.9,85.17
35412173,2024,35,113.14,129.14,105.14,119.43,70.86
35412181,2024,16,121.25,142.5,121.25,130.0,105.0
35412983,2024,30,119.33,144.0,110.67,121.33,88.67
35415443,2024,86,124.65,148.37,122.33,133.26,109.07
35416757,2024,25,147.2,174.4,145.6,169.6,159.2
35417865,2024,259,131.74,163.4,131.51,142.47,138.22
35418961,2024,11,130.91,154.55,129.09,145.45,129.09
35419400,2024,19,141.05,176.84,145.26,155.79,148.42
35419576,2024,24,139.17,167.5,138.33,150.0,154.17
35419588,2024,51,132.94,162.35,139.22,156.86,143.92
35419667,2024,17,137.65,154.12,130.59,154.12,150.59
35419849,2024,55,137.09,162.18,134.91,149.45,139.64
35428796,2024,20,140.0,176.0,149.0,160.0,162.0
35428899,2024,95,129.05,162.11,126.95,138.95,127.16
35428905,2024,175,132.23,166.17,133.71,147.43,136.0
35428917,2024,97,132.58,165.98,128.45,138.14,140.41
35428929,2024,144,138.47,172.64,141.81,150.83,144.72
35428930,2024,54,130.74,153.7,123.7,130.0,115.19
35429089,2024,80,140.0,173.75,141.0,153.25,145.5
35429156,2024,9,137.78,173.33,142.22,146.67,153.33
35429168,2024,16,135.0,156.25,130.0,123.75,121.25
35429173,2024,13,133.85,173.85,133.85,150.77,144.62
35429211,2024,17,137.65,163.53,136.47,156.47,148.24
35429259,2024,47,131.91,171.91,136.6,155.74,162.98
35429570,2024,17,134.12,156.47,127.06,136.47,134.12
35429673,2024,20,146.0,164.0,148.0,167.0,169.0
35430146,2024,11,140.0,170.91,147.27,165.45,163.64
35430353,2024,39,138.46,158.46,135.9,151.28,148.21
35430432,2024,82,135.61,165.61,132.2,143.9,147.8
35430705,2024,12,115.0,145.0,111.67,118.33,108.33
35430808,2024,36,150.56,182.78,160.0,175.56,176.67
35430845,2024,9,128.89,164.44,124.44,142.22,126.67
35431059,2024,10,124.0,152.0,124.0,132.0,124.0
35431436,2024,46,140.87,168.26,137.83,153.48,152.61
35431459,2024,24,127.5,158.33,125.83,138.33,135.83
35432726,2024,86,129.3,157.21,127.44,133.95,125.58
35432842,2024,5,124.0,128.0,128.0,132.0,108.0
35432994,2024,13,152.31,178.46,149.23,167.69,153.85
35433299,2024,54,126.3,156.67,123.7,133.33,122.22
35433342,2024,15,144.0,170.67,138.67,146.67,145.33
35433412,2024,102,142.55,170.2,142.16,152.94,157.06
35433482,2024,14,105.71,141.43,102.86,114.29,98.57
35433846,2024,148,127.16,155.27,127.7,134.59,124.73
35433858,2024,157,135.67,170.57,137.07,147.9,132.23
35433861,2024,131,138.63,172.21,140.15,152.82,145.34
35433871,2024,97,130.72,160.82,128.04,137.53,124.12
35434164,2024,41,102.93,124.88,96.59,111.71,74.63
35434361,2024,24,125.0,155.0,127.5,127.5,113.33
35434565,2024,53,125.66,146.04,120.75,135.47,125.28
35434589,2024,85,128.94,154.82,123.53,131.29,121.65
35434607,2024,62,138.06,168.06,136.77,149.35,135.48
35434619,2024,90,143.33,176.44,146.44,164.0,166.22
35434620,2024,56,135.71,168.21,141.79,155.36,145.71
35434632,2024,184,134.46,168.8,133.59,146.63,137.72
35434784,2024,20,116.0,139.0,107.0,123.0,102.0
35434814,2024,36,117.78,143.89,115.0,132.22,95.0
35435119,2024,53,121.13,144.91,115.09,125.66,105.28
35435454,2024,33,108.48,131.52,107.27,110.3,75.15
35435485,2024,13,123.08,129.23,113.85,112.31,72.31
35435491,2024,8,105.0,112.5,80.0,95.0,42.5
35435697,2024,24,112.5,136.67,112.5,118.33,91.67
35435818,2024,20,133.0,171.0,133.0,147.0,143.0
35436012,2024,45,110.22,131.56,108.0,116.44,91.11
35436239,2024,49,115.1,136.73,108.57,115.51,82.04
35437050,2024,26,109.23,145.38,103.85,110.0,93.08
35437153,2024,173,143.24,164.74,145.09,157.57,152.14
35437736,2024,24,123.33,143.33,120.83,129.17,109.17
35437748,2024,10,126.0,168.0,116.0,138.0,126.0
35438042,2024,11,118.18,138.18,110.91,121.82,98.18
35438112,2024,42,112.38,138.1,109.52,120.0,90.95
35438170,2024,17,144.71,172.94,155.29,171.76,164.71
35438261,2024,126,134.76,165.71,135.56,142.54,137.94
35438285,2024,170,135.65,168.12,135.76,148.59,138.0
35438315,2024,93,141.08,165.59,139.78,151.18,148.39
35438418,2024,91,138.68,171.21,139.56,150.33,139.78
35438424,2024,138,133.33,168.12,135.51,146.67,135.65
35438431,2024,65,138.77,172.92,138.15,159.69,169.54
35438480,2024,132,124.7,154.55,122.12,133.79,128.64
35438820,2024,90,131.11,162.22,131.33,141.78,140.44
35439083,2024,118,130.0,159.15,126.61,137.29,126.44
35439113,2024,29,142.07,171.72,135.17,151.72,153.79
35439149,2024,25,134.4,172.0,144.8,147.2,137.6
35439186,2024,72,134.44,173.06,141.39,150.0,150.83
35439216,2024,225,132.27,162.31,131.02,141.87,129.33
35439368,2024,58,146.9,171.03,150.34,166.9,173.45
35439447,2024,121,124.96,151.57,120.0,135.21,115.54
35439526,2024,9,133.33,155.56,133.33,146.67,144.44
35439599,2024,57,149.47,176.49,160.0,171.23,178.25
35439927,2024,12,125.0,156.67,126.67,140.0,126.67
35440000,2024,13,152.31,178.46,160.0,170.77,180.0
35440036,2024,188,124.15,156.28,122.13,129.47,121.6
35440115,2024,96,131.04,152.71,121.04,135.83,132.08
35440310,2024,26,135.38,151.54,126.15,136.15,118.46
35440322,2024,10,138.0,180.0,154.0,158.0,170.0
35440383,2024,18,141.11,176.67,142.22,155.56,157.78
35440620,2024,106,126.04,154.15,124.15,132.26,125.28
35440656,2024,9,128.89,148.89,117.78,135.56,113.33
35440747,2024,147,134.83,164.76,137.55,146.8,151.84
35440826,2024,10,124.0,134.0,120.0,130.0,126.0
35440985,2024,88,134.55,160.68,133.18,144.55,138.41
35441259,2024,37,141.08,177.3,149.19,160.54,158.92
35441594,2024,60,134.33,166.33,130.67,145.67,133.33
35441624,2024,47,120.0,153.19,121.28,133.62,113.62
35441843,2024,25,124.0,145.6,125.6,129.6,114.4
35441922,2024,11,120.0,149.09,110.91,127.27,63.64
35441995,2024,13,143.08,167.69,138.46,156.92,172.31
35442012,2024,11,138.18,152.73,132.73,136.36,121.82
35442100,2024,10,144.0,168.0,142.0,160.0,186.0
35442264,2024,19,135.79,167.37,141.05,156.84,151.58
35442318,2024,5,120.0,160.0,124.0,120.0,128.0
35442324,2024,8,125.0,140.0,132.5,137.5,135.0
35442392,2024,21,128.57,153.33,124.76,128.57,110.48
35442446,2024,12,146.67,176.67,146.67,158.33,156.67
35442550,2024,43,114.88,142.33,112.56,123.26,103.26
35442720,2024,45,135.56,160.44,134.22,146.67,140.0
35443657,2024,55,138.18,173.09,141.09,151.27,145.45
35443803,2024,137,126.42,155.77,123.8,137.37,122.34
35444091,2024,107,131.4,161.68,131.59,141.5,134.58
35444388,2024,31,127.74,157.42,125.81,134.19,117.42
35444728,2024,54,141.48,175.56,142.59,160.37,160.0
35445630,2024,32,124.38,151.25,115.62,121.88,99.38
35445848,2024,79,148.61,183.54,161.01,175.44,180.51
35445897,2024,16,117.5,151.25,115.0,117.5,95.0
35445927,2024,64,135.31,174.38,138.75,153.12,150.62
35446038,2024,23,114.78,133.91,105.22,115.65,93.04
35446105,2024,132,134.24,168.94,140.0,145.76,140.3
35446208,2024,118,127.8,155.93,124.92,133.39,120.68
35446312,2024,8,122.5,135.0,110.0,135.0,90.0
35446695,2024,110,139.09,175.82,141.82,154.18,151.82
35446713,2024,64,128.75,161.25,131.56,138.75,132.81
35446749,2024,40,142.0,164.5,143.5,146.0,136.5
35446816,2024,91,138.68,171.21,142.2,156.04,156.48
35446836,2024,134,132.39,168.21,133.88,143.58,131.04
35446877,2024,28,134.29,167.14,142.14,153.57,155.0
35446981,2024,6,110.0,146.67,100.0,110.0,86.67
35446993,2024,50,125.2,151.2,114.0,127.2,112.4
35447663,2024,79,117.22,137.72,110.13,120.76,87.59
35448060,2024,101,142.18,174.65,149.7,159.6,152.87
35448205,2024,108,151.85,180.19,160.93,176.67,172.41
35448285,2024,137,135.33,167.74,137.37,146.57,143.5
35448369,2024,46,137.83,165.65,135.65,144.35,151.3
35448886,2024,10,128.0,158.0,120.0,132.0,128.0
35449003,2024,142,153.94,183.66,161.69,176.2,180.14
35449143,2024,18,130.0,170.0,130.0,144.44,142.22
35449436,2024,12,145.0,170.0,141.67,163.33,143.33
35449477,2024,82,131.46,156.59,127.56,138.54,130.49
35449748,2024,30,127.33,158.67,126.0,142.0,134.0
35449751,2024,11,136.36,165.45,138.18,147.27,121.82
35450339,2024,70,145.43,175.43,152.0,170.29,171.43
35450388,2024,21,134.29,161.9,137.14,140.95,137.14
35450856,2024,33,152.73,171.52,153.94,166.67,175.15
35450868,2024,46,150.43,169.57,156.09,176.09,170.87
35450935,2024,69,135.07,161.45,132.75,143.19,136.81
35451113,2024,23,128.7,161.74,133.04,146.96,133.04
35451150,2024,18,145.56,186.67,152.22,168.89,171.11
35452312,2024,8,115.0,115.0,112.5,122.5,80.0
35452543,2024,11,120.0,147.27,112.73,123.64,112.73
35456093,2024,32,134.38,168.75,133.75,148.12,143.75
35456196,2024,77,142.86,172.21,148.05,164.16,170.91
35456408,2024,84,143.57,173.57,146.43,162.14,171.43
35456412,2024,82,140.73,165.61,142.68,156.83,159.27
35456433,2024,84,138.81,165.24,133.57,145.71,122.62
35456445,2024,64,140.62,167.5,136.88,150.62,135.62
35456457,2024,66,140.61,169.09,143.64,160.0,156.06
35456469,2024,87,132.41,161.38,130.57,136.55,128.97
35456470,2024,80,136.0,163.0,138.75,147.25,137.75
35456482,2024,108,127.04,157.41,129.07,140.19,136.11
35456494,2024,90,140.44,167.11,143.56,151.56,150.44
35456500,2024,88,140.45,168.64,144.09,153.64,153.41
35456512,2024,79,143.8,176.71,149.11,161.27,156.71
35456536,2024,67,135.82,161.49,132.54,143.28,140.0
35456585,2024,48,143.75,175.83,147.08,163.33,158.33
35456731,2024,83,136.39,160.48,137.35,147.95,144.58
35456986,2024,106,142.45,173.96,146.6,159.81,165.28
35457197,2024,24,122.5,158.33,120.83,137.5,100.0
35457334,2024,11,154.55,176.36,158.18,183.64,169.09
35457450,2024,132,132.12,167.58,134.7,139.55,136.06
35461295,2024,2,100.0,160.0,110.0,110.0,50.0
35461313,2024,36,122.78,150.0,120.0,124.44,113.33
35461532,2024,138,129.86,162.03,128.12,140.0,125.07
35462019,2024,15,122.67,132.0,114.67,118.67,98.67
35462330,2024,68,125.29,153.24,121.18,129.41,118.53
35462342,2024,88,120.0,142.05,112.73,120.91,95.23
35462378,2024,123,132.85,162.28,130.89,140.49,131.22
35462412,2024,78,140.26,167.95,142.56,155.13,148.21
35462421,2024,54,121.11,150.0,118.52,125.93,97.04
35462536,2024,10,118.0,144.0,120.0,130.0,116.0
35462724,2024,10,120.0,150.0,122.0,132.0,124.0
35462792,2024,34,137.06,170.59,138.24,154.71,153.53
35462822,2024,61,122.3,149.51,117.7,127.21,107.54
35462846,2024,23,117.39,140.87,112.17,125.22,96.52
35462925,2024,17,122.35,138.82,120.0,135.29,107.06
35463061,2024,36,113.33,145.0,107.78,117.22,102.22
35463085,2024,28,147.86,176.43,149.29,165.0,186.43
35463115,2024,24,150.83,184.17,152.5,178.33,176.67
35463140,2024,50,120.4,147.2,118.0,124.8,102.4
35463188,2024,10,140.0,174.0,144.0,164.0,154.0
35463279,2024,107,157.2,191.4,166.17,182.99,181.5
35463401,2024,19,129.47,150.53,126.32,133.68,117.89
35463589,2024,83,121.45,146.51,113.73,129.64,104.1
35464259,2024,14,125.71,152.86,131.43,140.0,132.86
35464636,2024,43,130.23,159.53,126.51,138.14,105.12
35464648,2024,8,130.0,155.0,117.5,132.5,92.5
35465963,2024,126,134.92,161.75,133.97,146.19,148.89
35466153,2024,58,142.76,166.21,140.34,149.31,151.72
35466232,2024,14,134.29,160.0,138.57,152.86,132.86
35466657,2024,44,145.91,172.73,155.0,165.91,161.82
35466682,2024,51,129.41,157.65,128.63,140.39,132.55
35466761,2024,38,143.16,178.42,151.58,163.16,156.84
35467066,2024,41,150.73,176.1,153.17,169.76,169.27
35467765,2024,113,138.94,159.29,137.88,155.04,155.58
35467789,2024,11,123.64,160.0,125.45,132.73,118.18
35468061,2024,45,147.56,174.67,156.0,165.78,175.56
35468400,2024,24,158.33,183.33,162.5,171.67,184.17
35469270,2024,12,135.0,168.33,130.0,141.67,133.33
35469713,2024,17,129.41,162.35,128.24,144.71,147.06
35470223,2024,18,142.22,170.0,151.11,162.22,144.44
35470259,2024,13,143.08,176.92,140.0,150.77,144.62
35470582,2024,26,140.0,163.08,135.38,148.46,130.0
35472505,2024,123,117.24,141.63,112.36,119.19,95.12
35474629,2024,11,114.55,129.09,100.0,120.0,109.09
35474873,2024,9,122.22,142.22,113.33,126.67,97.78
35475221,2024,43,135.35,163.26,133.49,144.19,137.67
35476365,2024,131,129.01,163.51,131.3,138.32,134.2
35477175,2024,13,133.85,160.0,132.31,140.0,124.62
35477229,2024,9,111.11,126.67,104.44,111.11,82.22
35477321,2024,30,120.67,149.33,120.0,126.67,118.0
35477850,2024,59,128.81,158.31,119.32,133.22,115.93
35477886,2024,11,123.64,132.73,109.09,121.82,92.73
35478015,2024,95,138.11,172.0,132.0,146.74,137.89
35478912,2024,10,116.0,122.0,106.0,116.0,68.0
35479081,2024,33,122.42,149.09,112.73,130.91,93.33
35479111,2024,9,97.78,135.56,95.56,108.89,88.89
35479433,2024,44,115.91,140.45,110.45,120.45,88.64
35479500,2024,16,105.0,137.5,111.25,107.5,80.0
35479585,2024,131,137.25,171.91,136.03,149.31,145.8
35479639,2024,75,134.13,167.73,131.47,141.33,134.13
35480289,2024,11,149.09,169.09,147.27,165.45,163.64
35480617,2024,74,140.54,168.92,147.57,160.54,170.54
35480691,2024,23,134.78,149.57,134.78,145.22,147.83
35480708,2024,26,136.92,171.54,147.69,166.15,170.0
35480745,2024,13,141.54,172.31,146.15,155.38,138.46
35481014,2024,52,137.69,157.31,139.62,146.54,145.38
35481105,2024,25,134.4,168.0,136.0,154.4,128.0
35481154,2024,21,126.67,157.14,131.43,140.95,137.14
35481397,2024,15,134.67,172.0,140.0,142.67,172.0
35481580,2024,20,124.0,142.0,116.0,126.0,99.0
35481658,2024,116,130.52,159.31,129.66,136.72,129.14
35482473,2024,4,120.0,140.0,110.0,115.0,100.0
35482638,2024,11,120.0,140.0,112.73,130.91,98.18
35482812,2024,12,118.33,141.67,115.0,123.33,113.33
35482912,2024,32,128.12,161.25,128.75,138.75,121.25
35483084,2024,48,140.42,174.17,147.5,152.08,155.42
35493582,2024,65,136.62,171.69,142.77,151.08,146.77
35494732,2024,91,136.04,166.37,133.85,147.03,135.6
35495414,2024,26,140.77,156.92,131.54,141.54,105.38
35495529,2024,44,119.09,139.09,111.36,124.55,96.82
35496376,2024,106,143.77,175.09,144.15,164.53,171.13
35496467,2024,17,108.24,128.24,104.71,120.0,68.24
35496479,2024,20,122.0,146.0,123.0,136.0,116.0
35496534,2024,21,119.05,134.29,109.52,112.38,103.81
35496546,2024,6,116.67,146.67,116.67,123.33,123.33
35496558,2024,31,112.9,140.0,107.1,120.0,101.94
35496571,2024,21,111.43,136.19,110.48,118.1,103.81
35496601,2024,35,120.57,149.14,117.14,120.0,95.43
35496790,2024,23,120.0,146.96,112.17,136.52,108.7
35497095,2024,23,118.26,140.0,108.7,118.26,92.17
35497253,2024,42,123.81,148.57,125.24,131.43,116.67
35497277,2024,13,96.92,115.38,89.23,98.46,55.38
35497289,2024,31,109.03,140.0,105.16,114.19,78.71
35497381,2024,39,124.1,152.31,123.59,126.67,113.33
35497733,2024,22,110.91,120.91,98.18,110.91,65.45
35497988,2024,6,103.33,133.33,100.0,110.0,100.0
35497997,2024,32,143.12,166.25,141.88,163.12,177.5
35498026,2024,7,105.71,134.29,108.57,108.57,68.57
35498166,2024,8,112.5,130.0,92.5,115.0,77.5
35498403,2024,19,116.84,129.47,108.42,117.89,86.32
35498452,2024,6,120.0,133.33,93.33,113.33,86.67
35498646,2024,65,141.54,174.46,149.54,154.15,165.23
35498890,2024,46,131.3,166.96,132.61,140.0,137.83
35499043,2024,13,126.15,144.62,112.31,126.15,86.15
35499067,2024,50,146.0,176.0,148.0,169.6,158.4
35499092,2024,32,131.88,161.88,138.12,146.25,146.88
35499778,2024,38,152.11,180.53,164.21,177.89,176.84
35500012,2024,71,135.49,155.77,134.93,147.04,150.42
35500033,2024,52,151.54,180.0,160.38,175.77,173.46
35501505,2024,55,130.91,156.36,126.55,133.45,115.27
35501918,2024,75,146.67,177.87,153.07,167.47,171.73
35504324,2024,63,147.3,181.27,158.41,169.52,169.84
35504622,2024,23,130.43,173.91,136.52,146.09,134.78
35507124,2024,27,135.56,174.07,143.7,154.07,156.3
35509516,2024,30,142.0,172.0,138.67,159.33,140.67
35513672,2024,19,131.58,161.05,132.63,151.58,147.37
35518591,2024,44,115.91,137.73,109.09,115.0,87.73
35518785,2024,35,137.71,167.43,142.86,150.86,151.43
35529503,2024,43,136.28,164.65,132.56,151.16,148.37
35530785,2024,28,140.71,178.57,145.0,157.14,145.71
35557961,2024,19,130.53,167.37,141.05,143.16,137.89
35560108,2024,8,132.5,160.0,125.0,142.5,122.5
35560112,2024,44,131.36,165.91,131.36,146.36,135.45
35560145,2024,16,136.25,165.0,136.25,152.5,148.75
35560510,2024,26,135.38,154.62,125.38,146.15,125.38
35560728,2024,36,133.33,157.78,132.22,142.78,150.56
35560820,2024,29,131.03,161.38,126.9,140.0,128.97
35561010,2024,26,117.69,148.46,118.46,124.62,97.69
35561320,2024,38,149.47,182.63,158.42,170.0,171.05
35561411,2024,6,116.67,146.67,120.0,130.0,110.0
35562282,2024,66,141.52,174.24,143.94,156.97,155.15
35563006,2024,42,153.81,190.48,163.33,180.95,182.86
35563043,2024,25,119.2,145.6,120.0,123.2,101.6
35563663,2024,29,131.03,149.66,133.79,132.41,107.59
35564102,2024,62,130.65,162.26,128.39,134.52,126.45
35564369,2024,15,150.67,182.67,156.0,178.67,166.67
35564916,2024,52,134.23,173.85,139.23,146.15,140.38
35564953,2024,20,112.0,140.0,109.0,119.0,75.0
35564990,2024,10,124.0,162.0,118.0,140.0,124.0
35565040,2024,27,111.11,126.67,107.41,111.85,103.7
35565052,2024,21,118.1,134.29,107.62,120.0,81.9
35565076,2024,1,120.0,60.0,60.0,100.0,0.0
35565672,2024,22,135.45,163.64,131.82,157.27,141.82
35565805,2024,8,130.0,155.0,125.0,145.0,100.0
35566202,2024,16,106.25,140.0,97.5,116.25,88.75
35566585,2024,103,131.07,154.17,126.99,137.48,124.08
35566706,2024,19,142.11,170.53,141.05,150.53,152.63
35566809,2024,96,124.17,151.25,122.5,133.33,115.83
35566846,2024,1,100.0,180.0,100.0,40.0,100.0
35566950,2024,16,123.75,138.75,117.5,123.75,98.75
35567516,2024,50,135.6,164.0,140.8,151.6,153.6
35567632,2024,17,149.41,180.0,152.94,164.71,175.29
35567656,2024,33,132.73,167.27,136.97,148.48,160.0
35567863,2024,11,123.64,154.55,127.27,140.0,125.45
35567929,2024,25,131.2,170.4,134.4,145.6,149.6
35567985,2024,19,118.95,142.11,115.79,128.42,123.16
35568028,2024,16,121.25,143.75,122.5,137.5,126.25
35568156,2024,18,148.89,171.11,150.0,165.56,168.89
35568173,2024,22,137.27,170.0,134.55,153.64,153.64
35568193,2024,11,129.09,160.0,132.73,152.73,138.18
35568545,2024,9,131.11,142.22,128.89,133.33,131.11
35568582,2024,58,135.17,163.45,134.14,146.21,135.86
35568892,2024,12,145.0,175.0,145.0,151.67,120.0
35568934,2024,14,122.86,138.57,118.57,127.14,97.14
35569070,2024,92,126.74,155.65,128.04,133.7,128.7
35569227,2024,30,150.0,181.33,158.0,175.33,186.67
35569409,2024,94,138.09,163.62,137.02,149.36,148.51
35576475,2024,18,116.67,146.67,108.89,127.78,104.44
35576487,2024,13,109.23,140.0,112.31,115.38,106.15
35576591,2024,9,124.44,142.22,117.78,117.78,106.67
35576669,2024,40,120.0,138.0,113.5,121.0,93.0
35576670,2024,25,112.0,133.6,107.2,116.0,84.8
35576839,2024,13,136.92,166.15,132.31,138.46,118.46
35578009,2024,13,107.69,127.69,98.46,109.23,96.92
35578022,2024,76,118.16,143.68,117.11,121.58,94.47
35578563,2024,13,115.38,127.69,107.69,115.38,100.0
35578575,2024,12,116.67,126.67,118.33,116.67,98.33
35578587,2024,57,128.77,159.3,130.18,141.75,129.82
35579257,2024,8,130.0,152.5,120.0,125.0,102.5
35579403,2024,65,147.08,176.31,155.69,167.08,170.46
35579427,2024,41,116.1,138.05,111.71,119.02,102.93
35579440,2024,17,114.12,144.71,112.94,116.47,98.82
35579798,2024,189,135.13,166.35,132.59,141.59,125.61
35579889,2024,11,112.73,105.45,100.0,103.64,78.18
35579890,2024,23,120.0,146.96,123.48,135.65,112.17
35580120,2024,12,123.33,150.0,123.33,126.67,120.0
35580466,2024,27,137.04,155.56,136.3,145.19,162.96
35581021,2024,26,153.08,186.92,158.46,181.54,180.77
35581124,2024,18,114.44,131.11,105.56,111.11,62.22
35581367,2024,39,131.28,149.74,128.21,138.46,117.95
35581781,2024,18,147.78,181.11,158.89,172.22,171.11
35581823,2024,11,150.91,181.82,147.27,169.09,165.45
35582323,2024,16,126.25,151.25,126.25,141.25,127.5
35582803,2024,34,141.76,165.88,146.47,156.47,162.94
35582924,2024,17,128.24,140.0,124.71,130.59,104.71
35583005,2024,16,147.5,185.0,156.25,171.25,172.5
35583224,2024,13,150.77,184.62,158.46,170.77,163.08
35583303,2024,15,138.67,180.0,140.0,153.33,152.0
35583443,2024,52,133.46,163.85,135.77,146.54,140.77
35583467,2024,7,120.0,160.0,120.0,131.43,114.29
35583674,2024,32,148.75,176.25,158.12,171.25,162.5
35584939,2024,18,137.78,164.44,134.44,141.11,147.78
35585440,2024,83,127.23,153.98,127.71,141.45,137.83
35585488,2024,35,140.57,176.57,145.71,161.14,155.43
35585518,2024,10,112.0,148.0,100.0,116.0,104.0
35585804,2024,21,114.29,135.24,108.57,117.14,102.86
35586092,2024,29,121.38,149.66,117.93,129.66,115.86
35587023,2024,47,137.02,162.98,141.7,152.34,159.57
35800077,2024,16,133.75,170.0,142.5,150.0,137.5
35800089,2024,37,131.35,158.38,122.16,135.68,129.19
35800193,2024,30,131.33,158.0,129.33,136.0,122.67
