codigo_inep,nome_escola,tipo_escola
42085500,EEB GOMES CARNEIRO,Pública
42085659,EEB PROF OLGA NUNES DE ABREU,Pública
42086175,EEB JOAO ROBERTO MOREIRA,Pública
42086272,EEB MARIA MADALENA DE MOURA FERRO,Pública
42086582,EEB VERONICA SENEM,Pública
42086680,EEB CELESTINO JOSE DO NASCIMENTO,Pública
42086710,EEB PE ANTONIO VIEIRA,Pública
42086728,EEB PROF ANACLETO DAMIANI,Pública
42087724,EEB PROF CORALIA GEVAERD OLINNGER,Pública
42088160,EEB DOM VITAL,Pública
42088291,EEB KYRANA LACERDA,Pública
42088836,EEB TEMPO FELIZ,Privada
42089255,EEB COLOMBO MACHADO SALLES,Pública
42089344,EEB ALMIRANTE BARROSO,Pública
42089832,EEB SANTA CRUZ,Pública
42089840,EEB ESTANISLAU SCHUMANN,Pública
42089905,CEDUP VIDAL RAMOS,Pública
42089913,UNIVERSIDADE DO CONTESTADO CAMPUS DE CANOINHAS,Privada
42090148,EEB LUIZ DAVET,Pública
42090580,EEB CEL CID GONZAGA,Pública
42090598,ASSOCIACAO MISSIONARIA BENEFICENCIA COLEGIO SANTOS ANJOS,Privada
42090601,COLEGIO SAO JOSE,Privada
42090610,EEB ANTONIO GONZAGA,Pública
42090628,EEB NILO PECANHA,Pública
42090687,EEB PROF BALDUINO CARDOSO,Pública
42091233,EEB HORACIO NUNES,Pública
42091268,EEB PROF JOAO ROMARIO MOREIRA,Pública
42091276,EEB PROF JOSE DUARTE MAGALHAES,Pública
42091390,EEB HOLANDO MARCELLINO GONCALVES,Pública
42091403,COLEGIO BOM JESUS DIVINA PROVIDENCIA,Privada
42091411,EEB ROLAND HAROLD DORNBUSCH,Pública
42091420,EEB PROF LILIA AYROSO OECHSLER,Pública
42091462,ALFA REDE DE ENSINO,Privada
42091470,EEB PROF VALDETE I P ZINDARS,Pública
42091543,EEM ABDON BATISTA,Pública
42091551,EEB PROF HELEODORO BORGES,Pública
42091560,COLEGIO MARISTA SAO LUIS EI EF EM,Privada
42091578,COLEGIO EVANGELICO JARAGUA,Privada
42091594,EEB ALVINO TRIBESS,Pública
42091845,EEB PROF GIARDINI LUIZ LENZI,Pública
42091853,EEB EUCLIDES DA CUNHA,Pública
42091861,EEB JULIUS KARSTEN,Pública
42091942,EEB ALFREDO ZIMMERMANN,Pública
42091950,EEB SAO PEDRO,Pública
42092230,EEB PREF LAURO ZIMMERMANN,Pública
42092663,EEB GENERAL RONDON,Pública
42092906,EEB TERESA RAMOS,Pública
42093058,EEB PROF ELISA CLAUDIO DE AGUIAR,Pública
42093082,EEB MIGUEL COUTO,Pública
42093520,EEB SAUL ULYSSEA,Pública
42093538,EEB PALMIRA MORAIS DE MIRANDA,Pública
42093716,EEB SANTA MARTA,Pública
42093872,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL PROFESSORA ADELIA CABRAL VAREJAO,Privada
42093899,EEM ALMIRANTE LAMEGO,Pública
42093937,COLEGIO STELLA MARIS,Privada
42094046,EEB JOAO GUIMARAES CABRAL,Pública
42094151,EEM ENG ANNES GUALBERTO,Pública
42094194,EEB PROF GRACINDA AUGUSTA MACHADO,Pública
42094224,EEB VISCONDE DO RIO BRANCO,Pública
42094836,EEB PREF PEDRO BITTENCOURT,Pública
42094844,EEB PROF EULINA HELEODORO BARRETO,Pública
42094860,EEB MARIA CORREA SAAD,Pública
42095735,EEB ROBERTO MORITZ,Pública
42095751,EEB OTILIA MULLER,Pública
42095778,EEB VER PAULO FRANCA,Pública
42095972,EEB DR FREDERICO ROLLA,Pública
42096260,EEB HERMES FONTES,Pública
42096804,EEB CACILDA GUIMARAES,Pública
42096847,EEB BERTINO SILVA,Pública
42097215,EEB FREI MANOEL PHILIPPI,Pública
42097720,EEB SILVA JARDIM,Pública
42097940,EEB FREDERICO FENDRICH,Pública
42097959,EEB PREF CARLOS ZIPPERER SOBRINHO,Pública
42098246,EEB CELSO RAMOS FILHO,Pública
42098254,EEM PROF ROBERTO GRANT,Pública
42098289,COLEGIO BOM JESUS SAO JOSE,Privada
42098629,EEB JORGE ZIPPERER,Pública
42098637,EEM MANUEL DA NOBREGA,Pública
42098823,EEB PROF ARGEMIRO GONCALVES,Pública
42099072,EEB LEBON REGIS,Pública
42099501,IFC - CAMPUS BLUMENAU,Pública
42100712,EXCELENCIA EDUCACIONAL SHERWOOD LTDA,Privada
42101166,EEB ELIZABETH KONDER REIS,Pública
42101212,EEB PROF MARIO GARCIA,Pública
42101875,EEB PROF GERTRUDES BENTA COSTA,Pública
42102308,SESI SC - CRICIUMA II,Privada
42102480,EEM HENRIQUE VERAS,Pública
42102499,EEB JACO ANDERLE,Pública
42102650,EEB BELA VISTA,Pública
42102685,EEB PROF ARY MASCARENHAS PASSOS,Pública
42103215,CENTRO EDUCACIONAL MARISTA LUCIA MAYVORNE,Privada
42103223,CEDUP CAMPO ERE,Pública
42103304,EEM PROF WIGAND GELHARDT,Pública
42103770,COLEGIO DE APLICACAO DA UNIVALI,Privada
42103894,COLEGIO FUTURO EIRELI - ME,Privada
42104610,CEDUP GETULIO VARGAS,Pública
42104637,COLEGIO ADVENTISTA DE CHAPECO,Privada
42105447,COLEGIO ATLANTICO,Privada
42105528,COLEGIO UNI,Privada
42106184,IFSC - CAMPUS SAO JOSE,Pública
42106311,COLEGIO GERACAO,Privada
42106435,EEM PROF ELZA HENRIQUETA T PACHECO,Pública
42106575,EEB TRINTA DE OUTUBRO,Pública
42106915,CENTRO EDUCACIONAL MARISTA IR WALMIR,Privada
42108764,COLEGIO DOM JAIME CAMARA,Privada
42109116,CENTRO EDUC SAO JOAQUIM LTDA,Privada
42109159,EEB ALCUINO GONCALO VIEIRA,Pública
42109213,EEB PROF JURACY MARIA BROSIG,Pública
42109230,COLEGIO ENERGIA,Privada
42109930,EEB LUIZ TRAMONTIN,Pública
42110599,COLEGIO UNIFICADO,Privada
42110980,ESCOLA DA ILHA,Privada
42111706,COLEGIO FUTURAO,Privada
42112141,CENTRO EDUCACIONAL CATOLICA MACHADO DE ASSIS,Privada
42112796,ESCOLA AUTONOMIA,Privada
42113083,COC COLEGIO OSVALDO CARVALHO EIRELI EPP,Privada
42113105,COLEGIO DINAMICO CHAPECO,Privada
42113350,COLEGIO EDUCAR,Privada
42113580,CEFRAI CENTRO DE EDUCACAO FRAIBURGO,Privada
42113601,COLEGIO UNESC,Privada
42114012,COLEGIO UNIFICADO,Privada
42114063,CENTRO EDUC CRANDON,Privada
42114357,CENTRO DE ENSINO GUROO,Privada
42116040,CURSO E COLEGIO IDEOLOGIA,Privada
42116074,COLEGIO SUPERATIVO,Privada
42116112,COLEGIO EXPONENCIAL,Privada
42116120,COLEGIO ADVENTISTA DE INDAIAL,Privada
42116201,COLEGIO GLOBAL,Privada
42116295,COLEGIO MARGIRUS,Privada
42116520,IFSC - CAMPUS GAROPABA,Pública
42116643,COLEGIO ELITE CEB - EM,Privada
42118239,COLEGIO CARLOS DRUMMOND DE ANDRADE,Privada
42118670,COLEGIO FROEBEL,Privada
42119529,COLEGIO ALPHA OBJETIVO,Privada
42121191,COLEGIO POSITIVO JOINVILLE,Privada
42121442,COLEGIO SUPERACAO,Privada
42121680,EEB WANDA KRIEGER GOMES,Pública
42123291,ALFA REDE DE ENSINO,Privada
42123372,COLEGIO UNIFICADO,Privada
42123682,COLEGIO UNIVERSITARIO CRICIUMA LTDA,Privada
42123704,COLEGIO EVOLUCAO,Privada
42123763,CETK - CENTRO DE EDUCACAO TEREZINHA KRAUTZ,Privada
42125731,EEB SAO JOAO BATISTA,Pública
42126088,COOPERATIVA EDUCACIONAL DE IMBITUBA,Privada
42126509,CEJA DE FLORIANOPOLIS,Pública
42127815,COLEGIO RECRIARTE,Privada
42129257,EEB PROF LAERCIO CALDEIRA DE ANDRADA,Pública
42129303,COLEGIO SANTA TEREZINHA,Privada
42130875,ALFA REDE DE ENSINO,Privada
42131073,EEM PROF DARCI FRANKE WELK,Pública
42131081,EEB PROFESSOR LINO FLORIANI,Pública
42131154,IFC - CAMPUS SANTA ROSA DO SUL,Pública
42131162,IFC - CAMPUS RIO DO SUL,Pública
42131545,COLEGIO E PRE - VESTIBULAR EXPRESSIVO,Privada
42132258,IFSC - CAMPUS JARAGUA DO SUL,Pública
42133114,COLEGIO DA LAGOA,Privada
42133319,COLEGIO ENERGIA,Privada
42133394,EEM DEP NAGIB ZATTAR,Pública
42133920,FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI,Privada
42134846,DOM BOSCO - ESCOLA INTELIGENTE,Privada
42135613,COLEGIO METROPOLITANO,Privada
42135796,COLEGIO MOVHI,Privada
42136776,CENTRO DE ED ELCANA,Privada
42140188,CENTRO EDUCACIONAL BETT E TURAZZI,Privada
42140668,COLEGIO COC - RIO DO SUL,Privada
42141036,COLEGIO ENERGIA,Privada
42141257,FUNDACAO CENTRO EDUCATIVO,Privada
42141311,CENTRO EDUCACIONAL PROMISSOR,Privada
42141451,CENTRO EDUCACIONAL EVOLUCAO,Privada
42141613,COLEGIO IENI,Privada
42141770,EEM ERWIN CURT TEICHMANN,Pública
42141990,EEB MARLI MARIA DE SOUZA,Pública
42142008,COLEGIO OFICINA LTDA,Privada
42142148,CENTRO EDUCACIONAL SINERGIA LTDA- ME - COLEGIO SINERGIA,Privada
42142750,CENTRO DE ED OBJETIVO,Privada
42142822,EXATHUM CURSO E COLEGIO,Privada
42142890,EEM DITE FREITAS,Pública
42143063,COLEGIO VERDES MARES,Privada
42143314,EEM YVONNE OLINGER APPEL,Pública
42143330,EEM MACARIO BORBA,Pública
42143390,COLEGIO COC LAGES,Privada
42143489,COLEGIO TENDENCIA,Privada
42143969,COLEGIO OBJETIVO LAGES,Privada
42144191,CENTRO DE EDUCACAO PROFISSIONAL -CEDUP DE TIMBO,Pública
42144329,SOCIEDADE EDUC BALNEARIO CAMBORIU,Privada
42144531,COLEGIO CRUZ E SOUSA,Privada
42144957,CENTRO EDUCACIONAL ANITA,Privada
42144965,COLEGIO BOM JESUS AURORA,Privada
42145058,COLEGIO SUPER INCENTIVO LTDA ME,Privada
42145481,CENTRO EDUC PORTO DAS AGUAS LTDA,Privada
42146275,CENTRO EDUCACIONAL NOVO IDEAL,Privada
42148200,SESI SC - JARAGUA DO SUL,Privada
42148413,EEM VER OSCAR MANOEL DA CONCEICAO,Pública
42150019,IFSC - CAMPUS CHAPECO,Pública
42150027,IFSC - CAMPUS JOINVILLE,Pública
42150060,CEMAP CE MUNDO DE APRENDIZAGEM,Privada
42150663,IFC - CAMPUS BRUSQUE,Pública
42151589,IFC - CAMPUS AVANCADO SOMBRIO,Pública
42151775,SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL LTDA,Privada
42152011,ESCOLA CRESCER E CONHECER,Privada
42152038,CURSO E COLEGIO CONEXAO LTDA,Privada
42152054,COLEGIO DO CAMPECHE,Privada
42152070,COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES,Pública
42152119,IFSC - CAMPUS SAO CARLOS,Pública
42152615,IFC - CAMPUS SAO BENTO DO SUL,Pública
42152623,EEB PROF ZITTA FLACH,Pública
42152631,EEM VALMIR OMARQUES NUNES,Pública
42152640,EEB MONSENHOR VENDELINO HOBOLD,Pública
42152658,EEB ELFRIDA CRISTINO DA SILVA,Pública
42152666,EEB PROF DANIELA PEREIRA,Pública
42152674,EEB HIGINO JOAO PIO,Pública
42152682,EEB RAUL BAYER LAUS,Pública
42152690,EEM SENADOR LUIZ HENRIQUE DA SILVEIRA,Pública
42152704,EEM GOVERNADOR LUIZ HENRIQUE DA SILVEIRA,Pública
42152712,EEM SENADOR LUIZ HENRIQUE DA SILVEIRA,Pública
42152720,EEM BAILARINA LISELOTT TRINKS,Pública
42152739,EEB PREFEITO LUIZ CARLOS LUIZ,Pública
42152755,CEDUP ERNESTO ANTONIO DEBASTIANI,Pública
42152763,CEDUP PERFEITO MANOEL DE AGUIAR,Pública
42152968,CENTRO DE ENSINO CLICK SOLUCOES,Privada
42153379,COLEGIO KRAPP LTDA,Privada
42153603,CENTRO EDUCACIONAL TIMBO EIRELI,Privada
42153824,COC BALNEARIO CAMBORIU COLEGIO CARVALHO,Privada
42154090,ESCOLA DE ENSINO MEDIO ESTIMOARTE LTDA EPP,Privada
42154243,COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES - UNIDADE PEDRO II,Pública
42154251,COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES - UNIDADE OSVALDO ARANHA,Pública
42154316,CEDUP PADRE AFONSO ROBL,Pública
42154383,COLEGIO DEHON,Privada
42154510,COLEGIO BOM JESUS ITAJAI,Privada
42154529,COLEGIO BOM JESUS,Privada
42154715,COLEGIO UNIVILLE,Privada
42155274,COLEGIO UNIVERSITARIO UNIFEBE,Privada
42155541,COLEGIO AVANTIS,Privada
42156289,SESI SC - TUBARAO II,Privada
42156297,SESI SC - TIJUCAS,Privada
42156300,SESI SC - SAO MIGUEL DO OESTE II,Privada
42156319,SESI SC - SAO JOSE II,Privada
42156327,SESI SC - LAGES II,Privada
42156343,SESI SC - JOINVILLE MOINHO,Privada
42156351,SESI SC - ITAJAI II,Privada
42156360,SESI SC - BLUMENAU II,Privada
42156378,SESI SC - BRUSQUE IV,Privada
42156386,SESI SC - CONCORDIA II,Privada
42156394,SESI SC - CHAPECO III,Privada
42156530,SESI SC - FLORIANOPOLIS,Privada
42156718,EEB PROFESSOR ANGELO CASCAES TANCREDO,Pública
42159423,CENTRO DE ENSINO FLORIPA,Privada
42159547,CURSO E COLEGIO INTEGRAL,Privada
42159571,COLEGIO MUNDO DO SABER,Privada
42160073,COLEGIO FORMULA,Privada
42160081,GAIA CURSO E COLEGIO,Privada
42160383,COLEGIO AZ FLORIPA,Privada
42160456,EEB SENADOR EVELASIO VIEIRA,Pública
42160642,COC BLUMENAU,Privada
42160650,CURSO E COLEGIO CRIATIVO,Privada
42160715,COLEGIO ADVENTISTA PALHOCA,Privada
42161398,ANGLO ITAPEMA,Privada
42161509,COLEGIO UNOESC DE EDUCACAO INOVADORA,Privada
42162041,ANGLO URUBICI,Privada
42162076,COLEGIO MARISTA E MUNICIPAL SAO JOSE,Privada
42162173,COLEGIO CUBO,Privada
42162890,COLEGIO ANGLO BALNEARIO CAMBORIU,Privada
42163021,DUAL INTERNATIONAL SCHOOL,Privada
42163137,COLEGIO FLEMING CRICIUMA,Privada
42163781,COLEGIO FLEMING FLORIANOPOLIS,Privada
42177804,COLEGIO DA UNIVILLE,Privada
42195608,COLEGIO CAMINHO DO SABER,Privada
42199204,CEDUP DE CHAPECO,Pública
42203600,COLEGIO TRILINGUE INOVACAO,Privada
42223202,INSTITUTO ADVENTISTA DE ENSINO DE SANTA CATARINA,Privada
42238200,IFSC - CAMPUS ARARANGUA,Pública
42274265,EEB JOAO KUCHLER,Pública
42280265,SENAC DE JOINVILLE,Privada
42294266,COLEGIO DE ENSINO MEDIO MANUELLA BASTOS,Privada
42295262,INSTITUTO TECNOLOGICO ASSESSORITEC,Privada
42331307,IFC - CAMPUS VIDEIRA,Pública
43000207,IFSUL - CAMPUS BAGE,Pública
43000215,IFRS - CAMPUS OSORIO,Pública
43000223,IFSUL - CAMPUS SANTANA DO LIVRAMENTO,Pública
43000231,IFRS - CAMPUS CAXIAS DO SUL,Pública
43000304,COLEGIO TIRADENTES PELOTAS,Pública
43000428,IF FARROUPILHA - CAMPUS PANAMBI,Pública
43000452,ESC ENS MEDIO CESI ZONA SUL,Privada
43001190,IFRS - CAMPUS PORTO ALEGRE RESTINGA,Pública
43001483,IFRS - CAMPUS CANOAS,Pública
43002129,IFRS - CAMPUS FARROUPILHA,Pública
43002617,COLEGIO EVANGELICO ALBERTO TORRES - REGIAO ALTA,Privada
43002803,COLEGIO MARISTA IRMAO JAIME BIAZUS,Privada
43002943,E E EDUC PROFIS DE DOM PEDRITO,Pública
43003761,ESCOLA EXITO,Privada
43005101,ESC EST ENS MED DEPUTADO ADAO PRETTO,Pública
43006280,ESCOLA DE ENSINO MEDIO E TECNICO FAMILIA AGRICOLA DA SERRA GAUCHA,Privada
43006850,COLEGIO AGIR,Privada
43007040,IF FARROUPILHA - CAMPUS JAGUARI,Pública
43008330,ESC EST ENS MED PROFESSORA IVONNE LUCIA TRICHES DOS REIS,Pública
43008445,IFSUL - CAMPUS SAPIRANGA,Pública
43008895,ESCOLA DE ENSINO MEDIO IMPULSO AO SABER,Privada
43009263,SENAC CAXIAS DO SUL,Privada
43009271,IF FARROUPILHA - CAMPUS SANTO ANGELO,Pública
43009999,IFSUL - CAMPUS GRAVATAI,Pública
43010032,ESC EST ENS MED CLAUDIO ANTONIO BENVEGNU,Pública
43010113,IFSUL - CAMPUS AVANCADO JAGUARAO,Pública
43010210,IFSUL - CAMPUS LAJEADO,Pública
43010741,ESC EST ED BAS PROFESSOR WILLY ROOS,Pública
43011144,ESC EST ENS MED DR ROBERTO LOW,Pública
43011195,COL ESTADUAL COM SOARES DE BARROS,Pública
43011691,ESC EST ENS MED ASSIS BRASIL,Pública
43011713,IF FARROUPILHA - CAMPUS ALEGRETE,Pública
43011721,COL ESTADUAL EMILIO ZUNEDA,Pública
43011993,EEP SENAC SAO LEOPOLDO,Privada
43012043,ESCOLA DE ENSINO MEDIO E TECNICO SENAC SANTA CRUZ,Privada
43012299,ESC EST ENS MED DEMETRIO RIBEIRO,Pública
43012388,ESC EST ENS MED JARDIM AMERICA,Pública
43012396,ESC EST ENS MED COLONIA DE PESCADORES Z 3,Pública
43012469,INST EST EDUC OSWALDO ARANHA,Pública
43012515,COLEGIO PROF RAYMUNDO LUIZ MARINHO CARVALHO,Privada
43012582,ESC EST ED BAS DR LAURO DORNELLES,Pública
43012795,COL ESTADUAL CALDAS JUNIOR,Pública
43013473,ESC EST ED BAS CRISTO REDENTOR,Pública
43013732,INST EST EDUC JULIO CESAR RIBEIRO DE SOUZA,Pública
43013740,ESC EST ENS MED SENADOR SALGADO FILHO,Pública
43013759,INST ESTADUAL NOSSA SENHORA DO CARMO,Pública
43013856,ESC EST ENS MED MAURICIO SIROTSKY SOBRINHO,Pública
43013872,ESC EST ENS MED NOSSA SENHORA APARECIDA,Pública
43013880,ESCOLA LUTERANA SAO MARCOS DE EDUCACAO BASICA,Privada
43013899,ESC EST ED BAS PROF GENTIL VIEGAS CARDOSO,Pública
43013902,ESC EST ENS MED CAMPOS VERDES,Pública
43013910,ESC EST ENS MED VALE VERDE,Pública
43013929,ESC EST ENS MED CARLOS DRUMMOND DE ANDRADE,Pública
43013937,COL ESTADUAL ERICO VERISSIMO,Pública
43013945,COL ESTADUAL ANTONIO DE CASTRO ALVES,Pública
43014119,ESC EST ENS MED JOSE DO PATROCINIO,Pública
43014623,COLEGIO SANTA TERESINHA,Privada
43015077,COL ESTADUAL PROFESSOR ULISSES CABRAL,Pública
43015093,ESC EST ENS MED IRMAO IRINEU,Pública
43015719,ESC EST ENS MED CARDEAL LEME,Pública
43015743,ESC EST ED BAS ARATIBA,Pública
43016197,ESC EST ENS MED GUARARAPES,Pública
43016243,COLEGIO BOM JESUS SAO MIGUEL,Privada
43016430,INST ESTADUAL COUTO DE MAGALHAES,Pública
43016480,ESC EST ENS MED JOSE DE QUADROS,Pública
43017517,INST EST EDUC AIMONE SOARES CARRICONDE,Pública
43018211,INST EST EDUC FELIPE ROMAN ROS,Pública
43018610,COL ESTADUAL JOSE LANGE,Pública
43018823,COL ESTADUAL PRES COSTA E SILVA,Pública
43018980,ESC EST ENS MED RONDONIA,Pública
43019030,ESC EST ENS MED FREI PLACIDO,Pública
43019048,COL FRANCISCANO ESPIRITO SANTO,Privada
43019056,COLEGIO NOSSA SRA AUXILIADORA - ESC DE 1 E 2,Privada
43019064,ESC EST ENS MED DR CARLOS ANTONIO KLUWE,Pública
43019153,COL ESTADUAL WALDEMAR AMORETTY MACHADO,Pública
43019196,COLEGIO PRESIDENTE EMILIO GARRASTAZU MEDICI,Privada
43019358,ESC EST ENS MED MANOEL LUCAS DE OLIVEIRA,Pública
43019650,ESC EST ENS MED BARAO DE ACEGUA,Pública
43019684,ESC EST ENS MED JERONIMO MERCIO DA SILVEIRA,Pública
43019692,ESC EST ENS MED DR LUIZ MERCIO TEIXEIRA,Pública
43019986,ESC EST ENS MED SILVEIRA MARTINS,Pública
43020089,ESC EST ED BAS PROFESSOR JUSTINO COSTA QUINTANA,Pública
43020569,INST EST EDUC ASSUNTA FORTINI,Pública
43021034,COL ESTADUAL MARIO QUINTANA,Pública
43021468,COL ESTADUAL JESUS MENINO,Pública
43021735,ESC EST ENS MED FRANCISCO ROSALES NEUMANN,Pública
43021778,COL ESTADUAL DR CARLOS PINTO DE ALBUQUERQUE,Pública
43022235,INST EST EDUC CASTRO ALVES,Pública
43022324,COLEGIO SCALABRINIANO NOSSA SENHORA MEDIANEIRA,Privada
43022332,ESC EST ENS MED MESTRE SANTA BARBARA,Pública
43022340,IFRS - CAMPUS BENTO GONCALVES,Pública
43022375,ESCOLA MUNICIPAL DE ENSINO MEDIO ALFREDO AVELINE,Pública
43023134,INST EST EDUC CECILIA MEIRELES,Pública
43023355,COL ESTADUAL VISCONDE DE BOM RETIRO,Pública
43023363,COLEGIO SAGRADO CORACAO DE JESUS,Privada
43023380,COL ESTADUAL DONA ISABEL,Pública
43023851,ESC EST ED BAS BARAO DO RIO BRANCO,Pública
43024718,COL ESTADUAL FREI GETULIO,Pública
43024939,ESC EST ENS MED MONSENHOR JOSE BECKER,Pública
43025242,COL ESTADUAL JACOB ARNT,Pública
43025420,ESC EST ENS MED EUGENIO FRANCIOSI,Pública
43026168,ESC EST ENS MED SANTO PAZINI,Pública
43026397,ESC EST ENS MED ERNI OSCAR FAUTH,Pública
43026613,INST ESTADUAL MARECHAL RONDON,Pública
43026630,ESC EST ENS MED ENGENHEIRO FREDERICO HORTA BARBOSA,Pública
43026664,ESC EST ENS MED VISCONDE DE MAUA,Pública
43027016,ESC EST ENS MED NOSSA SENHORA DA ASSUNCAO,Pública
43027539,INST EST EDUC DINARTE RIBEIRO,Pública
43027695,COLEGIO COEDUCAR,Privada
43028217,COL ESTADUAL PROF ANTONIO LEMOS DE ARAUJO,Pública
43028250,COLEGIO SINODAL BARAO DO RIO BRANCO,Privada
43028268,ESC EST ED BAS BORGES DE MEDEIROS,Pública
43029027,INST EST EDUC JOAO NEVES DA FONTOURA,Pública
43029035,COLEGIO TOTEM CACHOEIRA DO SUL,Privada
43029116,ESC EST TECNICA NOSSA SENHORA DA CONCEICAO,Pública
43029213,ESC EST ENS MED CORONEL CIRO CARVALHO DE ABREU,Pública
43029272,ESC EST ENS MED VITAL BRASIL,Pública
43029329,ESC EST ENS MED ANTONIO VICENTE DA FONTOURA,Pública
43029337,COL ESTADUAL DIVA COSTA FACHIN,Pública
43029345,ESC EST ENS MED DR LIBERATO SALZANO VIEIRA DA CUNHA,Pública
43029485,COLEGIO MARISTA ROQUE GONCALVES,Privada
43029698,ESC EST ENS MED RUY BARBOSA,Pública
43029752,COLEGIO ADVENTISTA DE CACHOEIRINHA,Privada
43029787,ESC EST ENS MED PRESIDENTE KENNEDY,Pública
43029825,ESC EST ENS MED GUIMARAES ROSA,Pública
43029914,INST EST EDUC PRINCESA ISABEL,Pública
43029930,COL AGRIC EST DANIEL DE OLIVEIRA PAIVA,Pública
43029957,COL ESTADUAL RODRIGUES ALVES,Pública
43029965,ESC EST ENS MED OSVALDO CAMARGO,Pública
43029990,ESC TECNICA EST MARECHAL MASCARENHAS DE MORAES,Pública
43030017,ESC LUTERANA DE ENSINO MEDIO MARTINHO LUTERO,Privada
43030025,COLEGIO INEDITEC,Privada
43030076,ESC EST ENS MED NOSSA SENHORA DE FATIMA,Pública
43030297,ESC EST ED BAS SYLVIO DAL MORO,Pública
43030556,ESC EST ED BAS JOSE ADOLFO MEISTER,Pública
43030998,ESC EST ENS MED 20 DE SETEMBRO,Pública
43031005,INST EST EDUC CONEGO LUIZ WALTER HANQUET,Pública
43031927,COLEGIO ROMANO SAO LUCAS,Privada
43031986,ESC EST ENS MED PROFESSORA ALAIDES SCHUMACHER PINHEIRO,Pública
43032060,ESC EST ENS MED ANA CESAR,Pública
43032133,COL ESTADUAL SETE DE SETEMBRO,Pública
43032400,COLEGIO CONTEMPORANEO,Privada
43032516,ESC EST ENS MED PANDIA CALOGERAS,Pública
43032729,ESC EST ENS MED IMACULADA CONCEICAO,Pública
43032974,ESC EST ED BAS JOAO XXIII,Pública
43033377,ESC EST ENS MED VERA CRUZ,Pública
43033466,ESC EST ENS MED CAMPINAS DO SUL,Pública
43033474,ESC TECNICA EST 31 DE JANEIRO,Pública
43033482,COLEGIO SINODAL TIRADENTES,Privada
43033520,COLEGIO SANTA TERESINHA,Privada
43033563,ESC EST ENS MED ILDEFONSO PINTO,Pública
43033660,ESC EST ENS MED LA SALLE,Pública
43033679,ESC EST ENS MED FERNANDO FERRARI,Pública
43034055,ESC EST ENS MED SAO FRANCISCO DE SALES,Pública
43034233,ESC EST ED BAS JOAO FERRARI,Pública
43034250,COLEGIO NOSSA SRA MEDIANEIRA,Privada
43035094,ESC EST ENS MED GUIA LOPES,Pública
43035116,ESC EST ENS MED GASTAO BRAGATTI LEPAGE,Pública
43035418,INST EST EDUC CRISTO REDENTOR,Pública
43035663,ESC EST ENS MED JOAO CORREA,Pública
43035680,ESC EST ED BAS NEUSA MARI PACHECO CIEP,Pública
43035710,ESC EST ENS MED DANTON CORREA DA SILVA,Pública
43035728,COLEGIO MARISTA MARIA IMACULADA,Privada
43035736,COLEGIO CIDADE DAS HORTENSIAS,Privada
43035752,COLEGIO FRANCISCANO NOSSA SENHORA APARECIDA,Privada
43037232,ESC EST ENS MED ALBERTO WIENKE,Pública
43037275,ESC EST ENS MED DR CARLOS MESKO,Pública
43037291,ESC EST ENS MED PROFESSOR JOSE VERIDIANO FERREIRA,Pública
43037364,ESC EST ENS MED SENADOR ALBERTO PASQUALINI,Pública
43037399,ESC TECNICA EST CANGUCU,Pública
43037429,ESC EST ENS MED JOAO DE DEUS NUNES,Pública
43037682,COLEGIO LA SALLE,Privada
43037690,COLEGIO MARIA AUXILIADORA,Privada
43037720,COLEGIO ULBRA CRISTO REDENTOR,Privada
43037763,COLEGIO ULBRA SAO JOAO,Privada
43037780,COLEGIO DA IMACULADA,Privada
43037810,ESC EST ENS MED ERICO VERISSIMO,Pública
43037828,ESC EST ENS MED VISCONDE DO RIO BRANCO,Pública
43038174,ESC EST ENS MED ANDRE LEAO PUENTE,Pública
43038204,ESC EST ENS MED BARAO DO AMAZONAS,Pública
43038271,ESC EST ENS MED GUARANI,Pública
43038280,ESC EST ENS MED GUILHERME DE ALMEIDA,Pública
43038301,ESC EST ENS MED JOAO XXIII,Pública
43038360,COL ESTADUAL TEREZA FRANCESCUTTI,Pública
43038379,COLEGIO LUTERANO CONCORDIA,Privada
43038387,COLEGIO ESPIRITO SANTO,Privada
43038409,ESC EST ENS MED AFFONSO CHARLIER,Pública
43038417,ESC EST ED BAS SANTA RITA,Pública
43038425,ESC EST ENS MED JOSE GOMES DE VASCONCELOS JARDIM,Pública
43038433,ESC EST ENS MED SAO FRANCISCO DE ASSIS,Pública
43038441,INST EST EDUC DR CARLOS CHAGAS,Pública
43038450,COL ESTADUAL MARECHAL RONDON,Pública
43038514,ESC EST ENS MED BENTO GONCALVES,Pública
43038603,COL ESTADUAL MIGUEL LAMPERT,Pública
43038646,COL ESTADUAL JUSSARA MARIA POLIDORO,Pública
43038662,ESC EST ENS MED PROF MARGOT TEREZINHA NOAL GIACOMAZZI,Pública
43038727,ESC EST ENS MED CONEGO JOSE LEAO HARTMANN,Pública
